CAR_ID,TIME_STAMP,LONGITUDE,LATITUDE,DIRECTION,SPEED,PASSENGER_STATUS
100,2015-02-02 01:02:02,114.30171,30.5552,284,4,empty
100,2015-02-02 01:03:02,114.30161,30.555162,0,0,empty
100,2015-02-02 01:04:02,114.301597,30.555195,0,0,empty
100,2015-02-02 01:05:02,114.301112,30.555273,282,12,empty
100,2015-02-02 01:06:02,114.300033,30.556172,12,2,empty
100,2015-02-02 01:07:02,114.300148,30.556587,0,1,empty
100,2015-02-02 01:08:02,114.300285,30.557247,0,0,empty
100,2015-02-02 01:09:02,114.298475,30.557558,266,35,empty
100,2015-02-02 01:10:02,114.295557,30.557586,0,0,empty
100,2015-02-02 01:11:02,114.295673,30.557582,0,0,empty
100,2015-02-02 01:13:02,114.295675,30.55757,0,0,empty
100,2015-02-02 01:14:02,114.295685,30.55765,0,0,empty
100,2015-02-02 01:15:02,114.295678,30.557625,0,0,empty
100,2015-02-02 01:17:02,114.29569,30.557543,0,0,empty
100,2015-02-02 01:18:02,114.29569,30.557558,0,0,empty
100,2015-02-02 01:19:02,114.295672,30.55757,0,0,empty
100,2015-02-02 01:20:02,114.295688,30.557545,0,0,empty
100,2015-02-02 01:21:02,114.2957,30.557527,0,0,empty
100,2015-02-02 01:22:02,114.29566,30.557542,0,0,empty
100,2015-02-02 01:23:02,114.29571,30.55755,0,0,empty
100,2015-02-02 01:24:02,114.295727,30.557561,0,0,empty
100,2015-02-02 01:25:02,114.295725,30.55756,0,0,empty
100,2015-02-02 01:26:02,114.295708,30.557572,0,0,empty
100,2015-02-02 01:27:02,114.295693,30.557572,0,0,empty
100,2015-02-02 01:28:02,114.295717,30.557561,0,0,empty
100,2015-02-02 01:29:02,114.295737,30.557577,0,0,empty
100,2015-02-02 01:30:02,114.29575,30.557558,0,0,empty
100,2015-02-02 01:32:02,114.295707,30.557542,0,0,empty
100,2015-02-02 01:33:02,114.295712,30.557552,0,0,empty
100,2015-02-02 01:34:02,114.2957,30.55753,0,0,empty
100,2015-02-02 01:35:02,114.295668,30.557533,0,0,empty
100,2015-02-02 01:36:02,114.295675,30.557542,0,0,empty
100,2015-02-02 01:37:02,114.295687,30.557542,0,0,empty
100,2015-02-02 01:38:02,114.29572,30.557515,0,0,empty
100,2015-02-02 01:40:02,114.295753,30.557525,0,0,empty
100,2015-02-02 01:41:02,114.295712,30.557548,0,0,empty
100,2015-02-02 01:42:02,114.295675,30.55757,0,0,empty
100,2015-02-02 01:44:02,114.295672,30.55756,0,0,empty
100,2015-02-02 01:45:02,114.29568,30.557553,0,0,empty
100,2015-02-02 01:46:02,114.295695,30.557558,0,0,empty
100,2015-02-02 01:48:02,114.295682,30.557575,0,0,empty
100,2015-02-02 01:49:02,114.295693,30.55757,0,0,empty
100,2015-02-02 01:50:02,114.295695,30.557577,0,0,empty
100,2015-02-02 01:52:02,114.295683,30.557578,0,0,empty
100,2015-02-02 01:53:02,114.295682,30.557586,0,0,empty
100,2015-02-02 01:54:02,114.295702,30.557575,0,0,empty
100,2015-02-02 01:55:02,114.295668,30.55759,0,0,empty
100,2015-02-02 01:56:02,114.295678,30.557598,0,0,empty
100,2015-02-02 01:57:02,114.295665,30.557607,0,0,empty
100,2015-02-02 01:58:02,114.295642,30.55761,0,0,empty
100,2015-02-02 01:59:02,114.295627,30.557593,0,0,empty
100,2015-02-02 02:00:02,114.295623,30.557602,0,0,empty
100,2015-02-02 02:01:02,114.295655,30.557575,0,0,empty
100,2015-02-02 02:02:02,114.295658,30.557568,0,0,empty
100,2015-02-02 02:03:02,114.295675,30.557563,0,0,empty
100,2015-02-02 02:04:02,114.295675,30.557573,0,0,empty
100,2015-02-02 02:05:02,114.295663,30.557595,0,0,empty
100,2015-02-02 02:06:02,114.295682,30.557573,0,0,empty
100,2015-02-02 02:07:02,114.295672,30.557563,0,0,empty
100,2015-02-02 02:08:02,114.295675,30.557563,0,0,empty
100,2015-02-02 02:09:02,114.29566,30.557561,0,0,empty
100,2015-02-02 02:11:02,114.295622,30.55754,0,0,empty
100,2015-02-02 02:12:02,114.295655,30.55751,0,0,empty
100,2015-02-02 02:13:02,114.295695,30.557503,0,0,empty
100,2015-02-02 02:14:02,114.295157,30.557682,0,0,empty
100,2015-02-02 02:15:02,114.295142,30.557695,0,0,empty
100,2015-02-02 02:16:02,114.295132,30.557713,0,0,empty
100,2015-02-02 02:17:02,114.295155,30.557728,0,0,empty
100,2015-02-02 02:19:02,114.295135,30.557748,0,0,empty
100,2015-02-02 02:20:02,114.29514,30.55775,0,0,empty
100,2015-02-02 02:21:02,114.294453,30.558115,296,4,empty
100,2015-02-02 02:23:02,114.289435,30.552572,210,24,empty
100,2015-02-02 02:24:02,114.287607,30.549042,194,25,empty
100,2015-02-02 02:25:02,114.286673,30.543585,194,45,empty
100,2015-02-02 02:27:02,114.296818,30.542232,90,31,empty
100,2015-02-02 02:28:02,114.301472,30.540488,198,37,empty
100,2015-02-02 02:29:02,114.304013,30.538332,70,5,empty
100,2015-02-02 02:30:02,114.304413,30.53836,268,3,empty
100,2015-02-02 02:31:02,114.302175,30.53995,284,27,empty
100,2015-02-02 02:32:02,114.30151,30.542775,6,3,empty
100,2015-02-02 02:33:02,114.299543,30.545333,198,18,empty
100,2015-02-02 02:35:02,114.292478,30.54249,266,27,empty
100,2015-02-02 02:36:02,114.28668,30.543457,16,28,empty
100,2015-02-02 02:37:02,114.287798,30.549281,26,39,empty
100,2015-02-02 02:38:02,114.289605,30.552665,0,0,empty
100,2015-02-02 02:39:02,114.29067,30.55262,104,29,full
100,2015-02-02 02:40:02,114.295015,30.552348,18,28,full
100,2015-02-02 02:41:02,114.295277,30.552925,22,13,full
100,2015-02-02 02:42:02,114.296268,30.555363,16,29,empty
100,2015-02-02 02:43:02,114.294553,30.55802,298,20,empty
100,2015-02-02 02:44:02,114.29278,30.55686,216,27,empty
100,2015-02-02 02:45:02,114.28991,30.553141,0,0,empty
100,2015-02-02 02:47:02,114.287493,30.54717,184,49,full
100,2015-02-02 02:48:02,114.286533,30.543237,0,1,full
100,2015-02-02 02:49:02,114.28623,30.537937,98,51,full
100,2015-02-02 02:50:02,114.297075,30.536567,90,61,full
100,2015-02-02 02:51:02,114.300977,30.536328,98,50,full
100,2015-02-02 02:52:03,114.306755,30.5356,0,0,full
100,2015-02-02 02:54:02,114.310943,30.53517,0,0,full
100,2015-02-02 02:55:02,114.314197,30.534372,106,46,full
100,2015-02-02 02:56:02,114.314267,30.532013,214,37,full
100,2015-02-02 02:57:02,114.316832,30.528913,126,20,full
100,2015-02-02 02:58:02,114.314257,30.523698,202,13,full
100,2015-02-02 02:59:02,114.313993,30.523018,0,0,empty
100,2015-02-02 03:00:02,114.314137,30.523178,106,8,empty
100,2015-02-02 03:02:02,114.317018,30.529453,0,32,empty
100,2015-02-02 03:03:02,114.318278,30.533175,0,0,empty
100,2015-02-02 03:04:02,114.321343,30.53316,96,52,empty
100,2015-02-02 03:05:02,114.328217,30.532387,24,23,empty
100,2015-02-02 03:06:02,114.326305,30.53646,316,17,empty
100,2015-02-02 03:07:02,114.328187,30.541273,22,55,full
100,2015-02-02 03:08:02,114.330768,30.545922,24,77,full
100,2015-02-02 03:10:02,114.33591,30.555816,0,0,full
100,2015-02-02 03:11:02,114.337773,30.559307,300,31,full
100,2015-02-02 03:12:02,114.326482,30.565753,306,109,full
100,2015-02-02 03:14:02,114.325628,30.581485,46,40,full
100,2015-02-02 03:15:02,114.326317,30.582072,44,39,full
100,2015-02-02 03:16:02,114.33204,30.586945,0,0,full
100,2015-02-02 03:18:02,114.32943,30.58907,310,13,full
100,2015-02-02 03:19:02,114.331808,30.587493,132,23,empty
100,2015-02-02 03:20:02,114.328135,30.583787,226,36,empty
100,2015-02-02 03:22:02,114.31914,30.577388,306,32,empty
100,2015-02-02 03:23:02,114.315338,30.578483,218,31,empty
100,2015-02-02 03:24:02,114.310703,30.57362,218,45,empty
100,2015-02-02 03:25:02,114.305197,30.571972,288,35,empty
100,2015-02-02 03:26:02,114.301015,30.565962,208,48,empty
100,2015-02-02 03:27:02,114.295985,30.560235,222,45,empty
100,2015-02-02 03:29:02,114.289948,30.55313,0,0,empty
100,2015-02-02 03:31:02,114.29489,30.551948,30,22,empty
100,2015-02-02 03:32:02,114.295877,30.554952,12,16,empty
100,2015-02-02 03:33:02,114.296785,30.557577,274,14,empty
100,2015-02-02 03:34:02,114.295103,30.557728,0,0,empty
100,2015-02-02 03:35:02,114.295095,30.557686,0,0,empty
100,2015-02-02 03:36:02,114.295123,30.557738,0,0,empty
100,2015-02-02 03:38:02,114.29516,30.557713,0,0,empty
100,2015-02-02 03:39:02,114.295135,30.557725,0,0,empty
100,2015-02-02 03:40:02,114.295117,30.557702,0,0,empty
100,2015-02-02 03:42:02,114.297318,30.557645,0,0,empty
100,2015-02-02 03:43:02,114.294902,30.557875,0,0,empty
100,2015-02-02 03:44:02,114.294905,30.557892,0,0,empty
100,2015-02-02 03:45:02,114.294945,30.557871,0,0,empty
100,2015-02-02 03:46:02,114.294932,30.557867,0,0,empty
100,2015-02-02 03:47:02,114.29491,30.557845,0,0,empty
100,2015-02-02 03:49:02,114.294865,30.557883,0,0,empty
100,2015-02-02 03:50:02,114.294927,30.557912,0,0,empty
100,2015-02-02 03:51:02,114.294907,30.557857,0,0,empty
100,2015-02-02 03:52:02,114.294852,30.557852,0,0,empty
100,2015-02-02 03:53:02,114.294873,30.557821,0,0,empty
100,2015-02-02 03:54:02,114.29484,30.557835,0,0,empty
100,2015-02-02 03:55:02,114.29491,30.55781,0,0,empty
100,2015-02-02 03:57:02,114.294827,30.55786,0,0,empty
100,2015-02-02 03:58:02,114.294867,30.557817,0,0,empty
100,2015-02-02 03:59:02,114.294898,30.557821,0,0,empty
100,2015-02-02 04:01:02,114.294932,30.557823,0,0,empty
100,2015-02-02 04:02:02,114.294897,30.557855,0,0,empty
100,2015-02-02 04:03:02,114.294845,30.557803,0,0,empty
100,2015-02-02 04:04:02,114.294838,30.557828,0,0,empty
100,2015-02-02 04:05:02,114.294848,30.557821,0,0,empty
100,2015-02-02 04:06:02,114.294908,30.557862,0,0,empty
100,2015-02-02 04:07:02,114.294937,30.557888,0,0,empty
100,2015-02-02 04:08:02,114.294907,30.557877,0,0,empty
100,2015-02-02 04:09:02,114.29499,30.55786,0,0,empty
100,2015-02-02 04:10:02,114.294923,30.557865,0,0,empty
100,2015-02-02 04:11:02,114.294915,30.557846,0,0,empty
100,2015-02-02 04:13:02,114.29492,30.55786,0,0,empty
100,2015-02-02 04:14:02,114.29489,30.557827,0,0,empty
100,2015-02-02 04:15:02,114.294875,30.557837,0,0,empty
100,2015-02-02 04:16:02,114.294865,30.557852,0,0,empty
100,2015-02-02 04:17:02,114.294873,30.557863,0,0,empty
100,2015-02-02 04:18:02,114.294882,30.557857,0,0,empty
100,2015-02-02 04:19:02,114.29486,30.557855,0,0,empty
100,2015-02-02 04:20:02,114.29491,30.557865,0,0,empty
100,2015-02-02 04:21:02,114.294928,30.55788,0,0,empty
100,2015-02-02 04:22:02,114.294833,30.557838,0,0,empty
100,2015-02-02 04:23:02,114.294838,30.557828,0,0,empty
100,2015-02-02 04:24:02,114.294847,30.557783,0,0,empty
100,2015-02-02 04:25:02,114.294887,30.55783,0,0,empty
100,2015-02-02 04:26:02,114.294832,30.557837,0,0,empty
100,2015-02-02 04:28:02,114.294863,30.557888,0,0,empty
100,2015-02-02 04:29:02,114.294885,30.557921,0,0,empty
100,2015-02-02 04:30:02,114.294853,30.557855,0,0,empty
100,2015-02-02 04:32:02,114.294835,30.557823,0,0,empty
100,2015-02-02 04:33:02,114.294833,30.557805,0,0,empty
100,2015-02-02 04:34:02,114.294797,30.557842,0,0,empty
100,2015-02-02 04:36:02,114.294853,30.557882,0,0,empty
100,2015-02-02 04:37:02,114.294822,30.55786,0,0,empty
100,2015-02-02 04:38:02,114.294792,30.55785,0,0,empty
100,2015-02-02 04:39:02,114.29485,30.557918,0,0,empty
100,2015-02-02 04:40:02,114.29485,30.557848,0,0,empty
100,2015-02-02 04:41:02,114.294852,30.557853,0,0,empty
100,2015-02-02 04:42:02,114.294873,30.557857,0,0,empty
100,2015-02-02 04:43:02,114.29485,30.557943,0,0,empty
100,2015-02-02 04:44:02,114.294845,30.558052,0,0,empty
100,2015-02-02 04:45:02,114.294862,30.5579,0,0,empty
100,2015-02-02 04:46:02,114.29485,30.557888,0,0,empty
100,2015-02-02 04:47:02,114.294473,30.558128,300,6,empty
100,2015-02-02 04:48:02,114.292318,30.556258,214,23,empty
100,2015-02-02 04:49:02,114.289997,30.5532,216,9,empty
100,2015-02-02 04:50:02,114.288213,30.550228,206,2,empty
100,2015-02-02 04:51:02,114.287538,30.547886,182,39,empty
100,2015-02-02 04:52:02,114.28651,30.543213,0,0,empty
100,2015-02-02 04:53:01,114.28482,30.538748,186,47,empty
100,2015-02-02 04:54:02,114.29153,30.536567,164,22,full
100,2015-02-02 04:55:02,114.290242,30.531203,204,38,full
100,2015-02-02 04:56:02,114.29044,30.527272,146,33,full
100,2015-02-02 04:57:01,114.293322,30.523867,88,49,full
100,2015-02-02 04:59:01,114.294245,30.516797,180,11,full
100,2015-02-02 05:00:01,114.294025,30.516493,0,0,full
100,2015-02-02 05:01:01,114.294058,30.516453,0,0,full
100,2015-02-02 05:03:01,114.294045,30.516248,184,11,full
100,2015-02-02 05:04:01,114.293318,30.513418,196,12,empty
100,2015-02-02 05:05:01,114.291372,30.509737,212,7,empty
100,2015-02-02 05:06:01,114.289402,30.506852,220,27,empty
100,2015-02-02 05:07:01,114.284585,30.502007,220,49,empty
100,2015-02-02 05:08:01,114.280767,30.498025,0,0,empty
100,2015-02-02 05:09:01,114.280678,30.497955,0,0,empty
100,2015-02-02 05:10:01,114.280712,30.497952,0,0,empty
100,2015-02-02 05:11:01,114.279861,30.497163,0,0,empty
100,2015-02-02 05:12:01,114.279798,30.49703,0,0,empty
100,2015-02-02 05:14:01,114.279875,30.496977,0,0,empty
100,2015-02-02 05:15:01,114.279298,30.495945,222,28,empty
100,2015-02-02 05:16:01,114.276117,30.491335,212,38,empty
100,2015-02-02 05:18:01,114.268328,30.479522,196,31,empty
100,2015-02-02 05:19:01,114.270485,30.474938,206,41,empty
100,2015-02-02 05:20:01,114.270787,30.472788,256,17,empty
100,2015-02-02 05:21:01,114.270018,30.472188,0,0,empty
100,2015-02-02 05:22:01,114.270058,30.472237,0,0,empty
100,2015-02-02 05:23:01,114.270023,30.472213,0,0,empty
100,2015-02-02 05:24:01,114.270068,30.47223,0,0,empty
100,2015-02-02 05:26:01,114.270045,30.47218,0,0,empty
100,2015-02-02 05:27:01,114.270053,30.472237,0,0,empty
100,2015-02-02 05:28:01,114.269937,30.472515,44,12,empty
100,2015-02-02 05:29:01,114.271688,30.473418,26,12,empty
100,2015-02-02 05:30:01,114.2711,30.474358,296,12,empty
100,2015-02-02 05:31:01,114.270902,30.475437,0,0,empty
100,2015-02-02 05:32:01,114.270923,30.475473,0,0,empty
100,2015-02-02 05:33:01,114.270921,30.475493,0,0,empty
100,2015-02-02 05:34:01,114.27092,30.475477,0,0,empty
100,2015-02-02 05:35:01,114.270932,30.475487,0,0,empty
100,2015-02-02 05:37:01,114.278002,30.475687,88,40,empty
100,2015-02-02 05:38:01,114.285445,30.475737,90,42,empty
100,2015-02-02 05:39:01,114.287887,30.473088,176,25,empty
100,2015-02-02 05:40:01,114.287938,30.470905,196,21,empty
100,2015-02-02 05:41:01,114.287958,30.465802,178,45,empty
100,2015-02-02 05:42:01,114.291927,30.465233,86,27,empty
100,2015-02-02 05:43:01,114.294272,30.46784,24,21,empty
100,2015-02-02 05:44:01,114.296702,30.469537,356,13,empty
100,2015-02-02 05:45:01,114.296493,30.472983,8,18,empty
100,2015-02-02 05:46:01,114.297885,30.476062,0,36,empty
100,2015-02-02 05:47:01,114.300368,30.477568,90,26,empty
100,2015-02-02 05:48:01,114.304608,30.477747,86,16,empty
100,2015-02-02 05:49:01,114.307805,30.478458,2,15,empty
100,2015-02-02 05:50:01,114.307963,30.482688,4,30,empty
100,2015-02-02 05:51:01,114.310748,30.484472,92,32,empty
100,2015-02-02 05:52:01,114.315772,30.484323,92,26,empty
100,2015-02-02 05:53:01,114.32013,30.48405,0,0,empty
100,2015-02-02 05:54:01,114.324252,30.483905,94,30,empty
100,2015-02-02 05:56:01,114.333097,30.482113,0,0,empty
100,2015-02-02 05:57:01,114.335825,30.482355,82,36,empty
100,2015-02-02 05:58:01,114.343178,30.482568,86,45,empty
100,2015-02-02 06:00:01,114.359122,30.482108,80,55,empty
100,2015-02-02 06:01:01,114.366983,30.484023,86,48,empty
100,2015-02-02 06:02:01,114.37453,30.482352,106,45,empty
100,2015-02-02 06:03:01,114.382107,30.481438,90,32,empty
100,2015-02-02 06:04:01,114.385392,30.481427,92,36,empty
100,2015-02-02 06:05:01,114.389233,30.47907,192,41,empty
100,2015-02-02 06:06:01,114.387152,30.474968,270,22,empty
100,2015-02-02 06:07:01,114.385765,30.474807,258,18,empty
100,2015-02-02 06:08:01,114.380155,30.474667,268,26,empty
100,2015-02-02 06:09:01,114.37674,30.47453,0,0,empty
100,2015-02-02 06:11:01,114.376722,30.4745,0,0,empty
100,2015-02-02 06:12:01,114.37672,30.474525,0,0,empty
100,2015-02-02 06:13:01,114.376737,30.474522,0,0,empty
100,2015-02-02 06:14:01,114.376713,30.47452,0,0,empty
100,2015-02-02 06:15:01,114.37672,30.474525,0,0,empty
100,2015-02-02 06:16:01,114.376468,30.474473,218,8,empty
100,2015-02-02 06:17:01,114.376683,30.473018,162,13,empty
100,2015-02-02 06:18:01,114.377035,30.472095,0,0,empty
100,2015-02-02 06:19:01,114.37716,30.472145,0,0,empty
100,2015-02-02 06:20:01,114.377273,30.472217,0,0,empty
100,2015-02-02 06:21:01,114.377215,30.472217,0,0,empty
100,2015-02-02 06:23:01,114.377238,30.472038,0,0,empty
100,2015-02-02 06:24:01,114.3773,30.472108,0,0,empty
100,2015-02-02 06:25:01,114.37726,30.472117,0,0,empty
100,2015-02-02 06:27:01,114.376468,30.474248,340,17,full
100,2015-02-02 06:28:01,114.38099,30.474563,100,29,full
100,2015-02-02 06:29:01,114.386048,30.47479,84,29,full
100,2015-02-02 06:30:01,114.388063,30.474933,64,12,full
100,2015-02-02 06:31:01,114.389852,30.480738,12,42,full
100,2015-02-02 06:32:01,114.395855,30.482285,90,49,full
100,2015-02-02 06:33:01,114.3972,30.478242,186,35,full
100,2015-02-02 06:34:01,114.400122,30.476048,86,38,full
100,2015-02-02 06:35:01,114.403325,30.472915,182,57,full
100,2015-02-02 06:36:01,114.402487,30.465848,204,20,full
100,2015-02-02 06:37:01,114.402427,30.465757,0,0,full
100,2015-02-02 06:38:01,114.4048,30.465583,78,50,full
100,2015-02-02 06:39:01,114.413712,30.467113,86,55,full
100,2015-02-02 06:40:01,114.423002,30.467417,84,56,full
100,2015-02-02 06:41:01,114.43194,30.468553,76,46,full
100,2015-02-02 06:42:01,114.439352,30.46994,84,35,full
100,2015-02-02 06:43:01,114.445625,30.474602,36,59,full
100,2015-02-02 06:44:01,114.452078,30.480438,18,52,full
100,2015-02-02 06:45:01,114.451552,30.488252,354,63,full
100,2015-02-02 06:46:01,114.452593,30.496017,12,58,full
100,2015-02-02 06:47:01,114.45105,30.505787,332,64,full
100,2015-02-02 06:48:01,114.44961,30.514627,14,64,full
100,2015-02-02 06:50:01,114.454965,30.536283,358,75,full
100,2015-02-02 06:51:01,114.450595,30.547833,334,86,full
100,2015-02-02 06:52:01,114.442658,30.557597,322,79,full
100,2015-02-02 06:54:01,114.430362,30.57791,342,71,full
100,2015-02-02 06:55:01,114.42784,30.589425,354,79,full
100,2015-02-02 06:56:01,114.426515,30.601245,346,73,full
100,2015-02-02 06:57:01,114.423132,30.612297,344,79,full
100,2015-02-02 06:58:01,114.41974,30.623337,344,76,full
100,2015-02-02 06:59:01,114.416147,30.63469,338,81,full
100,2015-02-02 07:00:01,114.407942,30.645528,324,77,full
100,2015-02-02 07:02:01,114.39634,30.6653,334,76,full
100,2015-02-02 07:03:01,114.39003,30.674733,326,69,full
100,2015-02-02 07:04:01,114.382735,30.684383,326,74,full
100,2015-02-02 07:06:01,114.362747,30.69652,270,83,full
100,2015-02-02 07:07:01,114.348805,30.695715,254,82,full
100,2015-02-02 07:09:01,114.321488,30.682757,228,85,full
100,2015-02-02 07:10:01,114.311153,30.675037,228,84,full
100,2015-02-02 07:11:01,114.297965,30.668768,244,85,full
100,2015-02-02 07:12:01,114.284603,30.664983,260,88,full
100,2015-02-02 07:13:01,114.272521,30.658952,224,88,full
100,2015-02-02 07:14:01,114.261895,30.649703,238,89,full
100,2015-02-02 07:15:01,114.24957,30.644017,290,63,full
100,2015-02-02 07:16:01,114.241748,30.654815,336,90,full
100,2015-02-02 07:17:01,114.240085,30.669045,0,101,full
100,2015-02-02 07:18:01,114.237797,30.682862,328,78,full
100,2015-02-02 07:19:01,114.224933,30.689968,282,107,full
100,2015-02-02 07:20:01,114.206487,30.693917,284,107,full
100,2015-02-02 07:21:01,114.192868,30.702697,328,98,full
100,2015-02-02 07:22:01,114.190038,30.715063,16,74,full
100,2015-02-02 07:23:01,114.191522,30.72116,24,68,full
100,2015-02-02 07:24:01,114.196337,30.732803,2,95,full
100,2015-02-02 07:25:01,114.191715,30.746402,344,83,full
100,2015-02-02 07:26:01,114.195335,30.757065,36,67,full
100,2015-02-02 07:27:01,114.201153,30.76386,40,52,full
100,2015-02-02 07:29:01,114.208343,30.773407,298,48,full
100,2015-02-02 07:30:01,114.206413,30.7726,0,0,empty
100,2015-02-02 07:31:01,114.204537,30.770725,210,23,empty
100,2015-02-02 07:32:01,114.203603,30.76736,0,0,empty
100,2015-02-02 07:33:01,114.201672,30.76485,192,47,empty
100,2015-02-02 07:34:01,114.196112,30.758165,214,58,empty
100,2015-02-02 07:35:01,114.191157,30.748973,178,79,empty
100,2015-02-02 07:37:01,114.193732,30.725165,206,88,empty
100,2015-02-02 07:38:01,114.189162,30.716927,0,0,empty
100,2015-02-02 07:39:01,114.189335,30.71184,176,72,empty
100,2015-02-02 07:40:01,114.194838,30.700133,140,85,empty
100,2015-02-02 07:41:01,114.208855,30.693285,102,100,empty
100,2015-02-02 07:42:01,114.226095,30.689573,104,95,empty
100,2015-02-02 07:43:01,114.234343,30.682458,204,75,empty
100,2015-02-02 07:44:01,114.228612,30.672243,204,64,empty
100,2015-02-02 07:45:01,114.22814,30.66326,156,64,empty
100,2015-02-02 07:46:01,114.227038,30.653063,190,70,empty
100,2015-02-02 07:47:01,114.224657,30.64205,190,83,empty
100,2015-02-02 07:48:01,114.225313,30.638722,0,0,empty
100,2015-02-02 07:49:01,114.225323,30.638707,0,0,empty
100,2015-02-02 07:50:01,114.228018,30.634583,148,56,empty
100,2015-02-02 07:51:01,114.232388,30.62926,154,15,empty
100,2015-02-02 07:52:01,114.232575,30.628908,0,0,empty
100,2015-02-02 07:53:01,114.232735,30.628698,0,0,empty
100,2015-02-02 07:54:01,114.23273,30.628672,0,0,empty
100,2015-02-02 07:56:01,114.23271,30.628747,0,0,empty
100,2015-02-02 07:57:01,114.232723,30.628713,0,0,empty
100,2015-02-02 07:58:01,114.232742,30.628683,0,0,empty
100,2015-02-02 07:59:01,114.23274,30.628648,0,0,empty
100,2015-02-02 08:00:01,114.232772,30.628643,0,0,empty
100,2015-02-02 08:01:01,114.232757,30.628707,0,0,empty
100,2015-02-02 08:02:01,114.232767,30.628698,0,0,empty
100,2015-02-02 08:03:01,114.232975,30.628445,142,4,empty
100,2015-02-02 08:04:01,114.23315,30.628187,0,0,empty
100,2015-02-02 08:05:01,114.233328,30.62812,0,0,empty
100,2015-02-02 08:07:01,114.234793,30.626165,0,0,empty
100,2015-02-02 08:08:01,114.235295,30.625518,144,5,empty
100,2015-02-02 08:09:01,114.235703,30.624983,0,0,empty
100,2015-02-02 08:11:01,114.237637,30.62263,142,38,empty
100,2015-02-02 08:12:01,114.238733,30.621052,142,9,empty
100,2015-02-02 08:13:01,114.239583,30.61999,148,4,empty
100,2015-02-02 08:15:01,114.241053,30.61815,0,0,empty
100,2015-02-02 08:16:01,114.242012,30.616887,144,5,empty
100,2015-02-02 08:17:01,114.242535,30.616243,148,14,empty
